Country,Opportunity_Organization_Name,End_Date,End_Month,Number_of_KG,Price_per_KG_(converted)_Currency,Price_per_KG_(converted),Total_Sales_(converted)_Currency,Total_Sales_(converted),Component_Metrics:_ID
Guinea Bissau,AGRICOLA CJAM,19/06/2022,(06) JUN 2022,558.35,USD,0.81,USD,452.27,a1Rt0000005TLII
Guinea Bissau,AGRICOLA CJAM,19/06/2022,(06) JUN 2022,395,USD,0.81,USD,319.95,a1Rt0000005TLIJ
Guinea Bissau,AGRICOLA CJAM,15/07/2022,(07) JUL 2022,1550,USD,0.81,USD,1255.51,a1Rt0000005TLIN
Guinea Bissau,AGRICOLA CJAM,15/06/2022,(06) JUN 2022,989,USD,0.81,USD,801.1,a1Rt0000005TLIO
Guinea Bissau,CONGAI,5/6/2022,(06) JUN 2022,44685,USD,0.81,USD,36195.08,a1Rt0000005TLIS
Guinea Bissau,CONGAI,5/6/2022,(06) JUN 2022,49752,USD,0.81,USD,40299.38,a1Rt0000005TLIT
Guinea Bissau,CONGAI,9/5/2022,(05) MAY 2022,3643,USD,0.68,USD,2459.04,a1Rt0000005TLIc
Guinea Bissau,CONGAI,9/5/2022,(05) MAY 2022,7035,USD,0.68,USD,4748.66,a1Rt0000005TLId
Guinea Bissau,CONGAI,30/06/2022,(06) JUN 2022,192986,USD,0.9,USD,173688.5,a1Rt0000005TLJG
Guinea Bissau,CONGAI,30/06/2022,(06) JUN 2022,201979,USD,0.9,USD,181782.25,a1Rt0000005TLJH
Guinea Bissau,CONGAI,30/06/2022,(06) JUN 2022,115960,USD,0.9,USD,104364.66,a1Rt0000005TLJL
Guinea Bissau,CONGAI,30/06/2022,(06) JUN 2022,189683,USD,0.9,USD,170715.78,a1Rt0000005TLJM
Guinea Bissau,CONGAI,30/06/2022,(06) JUN 2022,189797,USD,0.9,USD,170818.38,a1Rt0000005TLJQ
Guinea Bissau,CONGAI,30/06/2022,(06) JUN 2022,199698,USD,0.9,USD,179729.34,a1Rt0000005TLJR
Guinea Bissau,CONGAI,1/7/2022,(07) JUL 2022,179865,USD,0.9,USD,161879.52,a1Rt0000005TLJV
Guinea Bissau,CONGAI,1/7/2022,(07) JUL 2022,217643,USD,0.9,USD,195879.94,a1Rt0000005TLJW
Guinea Bissau,CONGAI,3/7/2022,(07) JUL 2022,168650,USD,0.9,USD,151785.96,a1Rt0000005TLJa
Guinea Bissau,CONGAI,3/7/2022,(07) JUL 2022,179860,USD,0.9,USD,161875.02,a1Rt0000005TLJb
Guinea Bissau,CONGAI,5/7/2022,(07) JUL 2022,180979,USD,0.9,USD,162882.13,a1Rt0000005TLJf
Guinea Bissau,CONGAI,5/7/2022,(07) JUL 2022,197865,USD,0.9,USD,178079.63,a1Rt0000005TLJg
Guinea Bissau,CONGAI,30/06/2022,(06) JUN 2022,160875,USD,0.9,USD,144788.42,a1Rt0000005TLJk
Guinea Bissau,CONGAI,30/06/2022,(06) JUN 2022,189698,USD,0.9,USD,170729.28,a1Rt0000005TLJl
Guinea Bissau,CONGAI,2/7/2022,(07) JUL 2022,196897,USD,0.9,USD,177208.42,a1Rt0000005TLJp
Guinea Bissau,CONGAI,2/7/2022,(07) JUL 2022,191785,USD,0.9,USD,172607.59,a1Rt0000005TLJq
Guinea Bissau,CONGAI,3/7/2022,(07) JUL 2022,185876,USD,0.9,USD,167289.46,a1Rt0000005TLJu
Guinea Bissau,CONGAI,3/7/2022,(07) JUL 2022,198960,USD,0.9,USD,179065.13,a1Rt0000005TLJv
Guinea Bissau,CONGAI,4/7/2022,(07) JUL 2022,198543,USD,0.9,USD,178689.83,a1Rt0000005TLJz
Guinea Bissau,CONGAI,4/7/2022,(07) JUL 2022,190684,USD,0.9,USD,171616.69,a1Rt0000005TLK0
Guinea Bissau,CONGAI,6/7/2022,(07) JUL 2022,157890,USD,0.9,USD,142101.9,a1Rt0000005TLK4
Guinea Bissau,CONGAI,6/7/2022,(07) JUL 2022,186967,USD,0.9,USD,168271.36,a1Rt0000005TLK5
Senegal,FADECBA,21/04/2022,(04) APR 2022,16845,USD,0.63,USD,10612.42,a1Rt0000005TLK9
Senegal,FADECBA,9/5/2022,(05) MAY 2022,23937,USD,0.72,USD,17234.75,a1Rt0000005TLKA
Senegal,FADECBA,9/5/2022,(05) MAY 2022,70548,USD,0.9,USD,63493.6,a1Rt0000005TLKB
Senegal,FADECBA,16/05/2022,(05) MAY 2022,184822,USD,1.08,USD,199609.02,a1Rt0000005TLKC
Senegal,FADECBA,25/05/2022,(05) MAY 2022,213208,USD,1.17,USD,249454.94,a1Rt0000005TLKD
Senegal,FADECBA,30/05/2022,(05) MAY 2022,291452,USD,1.26,USD,367231.84,a1Rt0000005TLKE
Senegal,FADECBA,20/06/2022,(06) JUN 2022,153,USD,1.04,USD,159.73,a1Rt0000005TLKF
Senegal,FADECBA,21/06/2022,(06) JUN 2022,49316,USD,1.04,USD,51042.38,a1Rt0000005TLKG
Senegal,FADECBA,15/04/2022,(04) APR 2022,32671,USD,0.63,USD,20582.86,a1Rt0000005TLKH
Senegal,FADECBA,20/04/2022,(04) APR 2022,122831,USD,0.72,USD,88438.88,a1Rt0000005TLKI
Senegal,FADECBA,9/5/2022,(05) MAY 2022,60900,USD,0.99,USD,60291.38,a1Rt0000005TLKJ
Senegal,FADECBA,14/05/2022,(05) MAY 2022,258914,USD,1.08,USD,279628.89,a1Rt0000005TLKK
Senegal,FADECBA,23/05/2022,(05) MAY 2022,308187,USD,1.17,USD,360581.07,a1Rt0000005TLKL
Senegal,FADECBA,25/05/2022,(05) MAY 2022,232938,USD,1.13,USD,262056.91,a1Rt0000005TLKM
Senegal,FADECBA,7/6/2022,(06) JUN 2022,165137,USD,1.26,USD,208073.94,a1Rt0000005TLKN
Senegal,FADECBA,19/06/2022,(06) JUN 2022,228737,USD,1.04,USD,236744.29,a1Rt0000005TLKO
Senegal,FADECBA,26/05/2022,(05) MAY 2022,60300,USD,1.22,USD,73264.96,a1Rt0000005TLKP
Senegal,FADECBA,23/04/2022,(04) APR 2022,13251,USD,0.63,USD,8348.18,a1Rt0000005TLKQ
Senegal,FADECBA,19/05/2022,(05) MAY 2022,45960,USD,1.08,USD,49637.11,a1Rt0000005TLKS
Senegal,FADECBA,24/05/2022,(05) MAY 2022,73805,USD,1.26,USD,92994.89,a1Rt0000005TLKT
Senegal,FADECBA,9/6/2022,(06) JUN 2022,97432,USD,1.17,USD,113996.16,a1Rt0000005TLKU
Senegal,FADECBA,15/06/2022,(06) JUN 2022,85960,USD,1.04,USD,88969.16,a1Rt0000005TLKV
Senegal,FADECBA,24/06/2022,(06) JUN 2022,98539,USD,1.04,USD,101988.51,a1Rt0000005TLKW
Senegal,FADECBA,27/06/2022,(06) JUN 2022,125028,USD,1.08,USD,135031.09,a1Rt0000005TLKX
Senegal,FADECBA,28/06/2022,(06) JUN 2022,73956,USD,1.13,USD,83201.03,a1Rt0000005TLKY
Guinea Bissau,CONGAI,1/6/2022,(06) JUN 2022,27890,USD,0.81,USD,22591.04,a1Rt0000005TLL3
Guinea Bissau,CONGAI,9/6/2022,(06) JUN 2022,81667,USD,0.9,USD,73500.77,a1Rt0000005TLL8
Guinea Bissau,CONGAI,9/6/2022,(06) JUN 2022,83982,USD,0.9,USD,75584.28,a1Rt0000005TLL9
Guinea Bissau,CONGAI,24/06/2022,(06) JUN 2022,136890,USD,0.9,USD,123201.78,a1Rt0000005TLLD
Guinea Bissau,CONGAI,24/06/2022,(06) JUN 2022,178972,USD,0.9,USD,161075.82,a1Rt0000005TLLE
Guinea Bissau,CONGAI,8/6/2022,(06) JUN 2022,65769,USD,0.81,USD,53273.23,a1Rt0000005TLMa
Senegal,BALUH-NA,1/7/2022,(07) JUL 2022,160000,USD,0.99,USD,158401,a1Rt0000005TLri
Senegal,BALUH-NA,2/7/2022,(07) JUL 2022,185000,USD,0.99,USD,183151.16,a1Rt0000005TLrj
Senegal,BALUH-NA,3/7/2022,(07) JUL 2022,100000,USD,1.01,USD,100800.64,a1Rt0000005TLrk
Senegal,BALUH-NA,4/7/2022,(07) JUL 2022,182000,USD,1.01,USD,183457.16,a1Rt0000005TLrl
Senegal,BALUH-NA,5/7/2022,(07) JUL 2022,173000,USD,1.01,USD,174385.1,a1Rt0000005TLrm
Senegal,BALUH-NA,2/7/2022,(07) JUL 2022,140000,USD,1.02,USD,142380.9,a1Rt0000005TLrn
Senegal,BALUH-NA,3/7/2022,(07) JUL 2022,150000,USD,1.02,USD,152550.97,a1Rt0000005TLro
Senegal,BALUH-NA,6/7/2022,(07) JUL 2022,185000,USD,1.02,USD,188146.19,a1Rt0000005TLrp
Senegal,BALUH-NA,7/7/2022,(07) JUL 2022,94000,USD,1.05,USD,98982.63,a1Rt0000005TLrq
Senegal,BALUH-NA,8/7/2022,(07) JUL 2022,131000,USD,1.05,USD,137943.87,a1Rt0000005TLrr
